,Global_active_power,Global_reactive_power,Voltage,Global_intensity,date,month,year,hour,minute,total_metering
1347549,0.262,0.262,244.15,1.2,7,9,2009,12,33,1.0
212977,1.378,1.378,233.23499999999996,5.8,13,5,2007,15,1,18.0
1389229,0.212,0.212,240.13,1.0,8,7,2009,11,13,3.0
426363,2.304,2.304,235.48,9.8,10,8,2007,19,27,2.0
1758742,0.346,0.346,241.83,1.4,21,4,2010,1,46,1.0
1253207,0.274,0.274,244.24,1.2,5,5,2009,0,11,1.0
1845175,0.19,0.19,241.08,0.8,20,6,2010,2,19,1.0
1095479,1.248,1.248,238.4,5.2,15,1,2009,11,23,18.0
53915,0.542,0.542,246.62,2.6,23,1,2007,3,59,1.0
1940364,1.344,1.344,240.89,5.6,25,8,2010,4,48,19.0
1974417,3.344,3.344,238.52,13.9,17,9,2010,20,21,39.0
2074693,1.252,1.252,236.99,5.2,26,11,2010,11,37,18.0
464138,0.21,0.21,243.13,0.8,11,4,2007,1,2,0.0
1070934,0.318,0.318,242.63,1.4,29,12,2008,10,18,0.0
410282,0.204,0.204,240.38,0.8,27,9,2007,15,26,0.0
1573482,0.458,0.458,244.61,1.8,13,12,2009,10,6,1.0
1753865,1.932,1.932,239.88,8.0,17,4,2010,16,29,18.0
1596803,3.347,3.347,243.51,13.9,29,12,2009,14,47,45.0
658692,0.416,0.416,246.48,1.8,18,3,2008,3,36,1.0
1249584,2.324,2.324,237.64,9.8,5,2,2009,11,48,28.0
98138,3.347,3.347,233.23499999999996,13.9,22,2,2007,21,2,45.0
459017,1.25,1.25,238.31,5.2,31,10,2007,11,41,17.0
1302512,0.252,0.252,240.77,1.2,6,8,2009,5,56,1.0
286323,0.284,0.284,240.8,1.2,7,3,2007,13,27,0.0
167473,0.284,0.284,239.58,1.2,4,12,2007,0,37,1.0
1873549,0.432,0.432,242.35,2.2,7,9,2010,19,13,2.0
1017474,1.906,1.906,242.32,7.8,22,11,2008,7,18,18.0
3337,1.314,1.314,240.03,5.4,19,12,2006,1,1,17.0
336100,0.234,0.234,235.08,1.0,8,7,2007,3,4,0.0
1238210,0.41,0.41,243.6,1.8,24,4,2009,14,14,1.0
1956668,0.366,0.366,240.7,1.6,9,5,2010,12,32,1.0
1783703,3.347,3.347,238.08,13.9,5,8,2010,9,47,45.0
1655362,1.916,1.916,242.87,8.0,2,8,2010,6,46,20.0
1759756,1.424,1.424,242.57,5.8,21,4,2010,18,40,18.0
353193,0.178,0.178,240.39,0.8,18,8,2007,23,57,0.0
1023388,1.266,1.266,239.19,5.2,26,11,2008,9,52,18.0
1962917,2.268,2.268,241.09,10.4,9,9,2010,20,41,33.0
512587,0.294,0.294,241.73,1.2,12,7,2007,16,31,0.0
533641,0.59,0.59,244.09,2.6,22,12,2007,7,25,0.0
557512,2.898,2.898,236.6,12.2,1,7,2008,21,16,0.0
1182275,0.34,0.34,243.96,1.4,16,3,2009,17,59,0.0
1831149,2.012,2.012,237.79,8.8,6,10,2010,8,33,19.0
885009,0.256,0.256,241.08,1.4,22,8,2008,7,33,0.0
1086362,0.274,0.274,248.29,1.2,1,9,2009,3,26,0.0
1954478,0.726,0.726,245.98,3.0,9,4,2010,0,2,1.0
1344143,0.374,0.374,240.94,2.0,7,7,2009,3,47,1.0
1325242,0.234,0.234,243.32,1.0,24,6,2009,0,46,0.0
1018244,1.7,1.7,237.46,7.2,22,11,2008,20,8,0.0
1470408,2.214,2.214,238.38,9.4,10,2,2009,20,12,16.0
1676954,0.246,0.246,239.82,1.0,23,2,2010,6,38,1.0
1933484,0.608,0.608,240.7980573828573,2.6,20,8,2010,10,8,1.0
1577752,1.488,1.488,247.05,6.0,16,12,2009,9,16,19.0
1547542,1.48,1.48,241.8,6.2,25,11,2009,9,46,19.0
395023,0.194,0.194,242.85,0.8,17,9,2007,1,7,1.0
695421,2.184,2.184,243.24,9.2,4,12,2008,15,45,20.0
588244,2.052,2.052,242.12,8.4,29,1,2008,5,28,18.0
1292901,1.552,1.552,239.83,6.4,6,1,2009,13,45,20.0
721106,0.416,0.416,243.39,2.0,30,4,2008,11,50,2.0
1141729,0.39,0.39,243.01,1.8,16,2,2009,14,13,0.0
771370,1.438,1.438,235.29,6.2,6,4,2008,9,34,17.0
754662,0.3,0.3,241.54,1.4,23,5,2008,19,6,2.0
2064261,0.228,0.228,243.06,1.0,19,11,2010,5,45,0.0
1582900,0.406,0.406,247.19,1.8,19,12,2009,23,4,1.0
1429085,0.266,0.266,243.8,1.2,9,4,2009,3,29,2.0
1112147,0.488,0.488,244.72,2.2,27,1,2009,1,11,0.0
614744,0.956,0.956,243.58,4.0,16,2,2008,15,8,3.0
1984166,0.424,0.424,240.89,3.0,24,9,2010,14,50,6.0
2026961,0.534,0.534,243.95,2.6,24,10,2010,8,5,2.0
1257993,1.354,1.354,237.2,5.6,5,8,2009,7,57,18.0
1715148,1.61,1.61,236.63,6.8,21,3,2010,19,12,11.0
472637,1.896,1.896,241.56,7.8,11,9,2007,22,41,18.0
1746502,1.358,1.358,239.99,5.6,4,12,2010,13,46,19.0
49379,1.288,1.288,242.09,5.2,20,1,2007,0,23,0.0
1508375,0.488,0.488,241.79,2.4,29,10,2009,4,59,2.0
1972871,1.048,1.048,239.17,4.4,16,9,2010,18,35,1.0
505204,2.038,2.038,241.93,8.4,12,2,2007,13,28,19.0
1685341,0.316,0.316,242.32,1.2,3,1,2010,2,25,0.0
1223264,0.328,0.328,240.94,1.4,14,4,2009,5,8,0.0
1002528,2.83,2.83,236.22,12.0,11,11,2008,22,12,18.0
817199,0.248,0.248,241.87,1.2,7,6,2008,5,23,1.0
1935971,0.608,0.608,240.7980573828573,2.6,22,8,2010,3,35,1.0
164663,0.39,0.39,243.21,1.8,4,10,2007,1,47,0.0
846975,0.336,0.336,238.32,1.6,26,7,2008,21,39,2.0
363463,0.218,0.218,242.07,1.0,26,8,2007,3,7,1.0
442529,0.48,0.48,243.13,2.0,20,10,2007,0,53,0.0
1908813,0.226,0.226,240.76,1.0,8,3,2010,6,57,1.0
1690261,0.266,0.266,242.26,1.2,3,4,2010,12,25,1.0
46057,1.734,1.734,243.9,7.2,17,1,2007,17,1,22.0
1464640,2.81,2.81,238.3,11.8,28,9,2009,20,4,18.0
969971,3.347,3.347,238.82,13.9,20,10,2008,7,35,45.0
1611514,1.726,1.726,241.81,7.2,1,8,2010,19,58,2.0
1966477,0.242,0.242,244.29,1.2,9,12,2010,8,1,2.0
825101,0.28,0.28,240.37,1.4,7,11,2008,17,5,1.0
865625,0.08,0.08,238.93,0.2,8,8,2008,20,29,0.0
1171903,1.806,1.806,243.52,7.4,3,9,2009,13,7,19.0
2071631,1.382,1.382,240.06,5.8,24,11,2010,8,35,19.0
1415963,0.318,0.318,241.29,1.6,26,8,2009,0,47,2.0
1914402,0.344,0.344,240.58,1.6,8,7,2010,4,6,2.0
1633385,1.462,1.462,242.08,6.0,24,1,2010,0,29,18.0
406080,3.264,3.264,236.5,13.9,24,9,2007,17,24,45.0
1611290,0.456,0.456,245.58,1.8,1,8,2010,16,14,1.0
1858049,1.038,1.038,239.96,4.4,29,6,2010,0,53,2.0
155526,0.296,0.296,242.49,1.2,4,3,2007,17,30,0.0
1251996,0.374,0.374,240.15,1.6,5,4,2009,4,0,1.0
234772,1.66,1.66,233.4,7.0,28,5,2007,18,16,17.0
2070918,2.538,2.538,238.89,10.6,23,11,2010,20,42,18.0
1747294,0.368,0.368,241.88,1.6,13,4,2010,2,58,2.0
1462820,1.422,1.422,241.53,5.8,27,9,2009,13,44,18.0
1596509,2.61,2.61,239.43,11.0,29,12,2009,9,53,19.0
1774779,0.412,0.412,242.08,1.8,5,2,2010,5,3,1.0
1616593,3.336,3.336,241.45,13.8,1,12,2010,8,37,19.0
2048026,0.63,0.63,242.67,2.8,11,7,2010,23,10,1.0
1989759,0.608,0.608,240.7980573828573,2.6,28,9,2010,12,3,1.0
1000656,1.33,1.33,240.86,7.0,11,10,2008,15,0,14.0
987697,0.602,0.602,243.5,2.8,11,1,2008,15,1,0.0
828651,0.342,0.342,240.45,1.6,14,7,2008,4,15,2.0
931849,1.602,1.602,237.06,6.8,23,9,2008,20,13,1.0
657870,0.562,0.562,242.67,2.4,17,3,2008,13,54,4.0
31387,0.418,0.418,239.55,2.0,1,7,2007,12,31,0.0
1081935,0.344,0.344,244.12,1.4,1,6,2009,1,39,0.0
1463259,2.062,2.062,240.96,8.4,27,9,2009,21,3,18.0
426767,0.32,0.32,242.24,1.4,10,9,2007,2,11,0.0
859866,2.926,2.926,237.47,12.4,8,4,2008,20,30,38.0
1360588,0.448,0.448,242.35,2.0,18,7,2009,13,52,3.0
1975454,0.378,0.378,243.54,1.6,18,9,2010,13,38,2.0
948461,0.344,0.344,244.94,1.4,10,5,2008,9,5,1.0
559410,0.222,0.222,242.86,1.0,1,9,2008,4,54,0.0
632762,0.382,0.382,239.53,1.8,29,2,2008,3,26,0.0
1621738,0.824,0.824,244.5,3.4,15,1,2010,22,22,3.0
1368230,0.238,0.238,245.61,1.2,23,7,2009,21,14,0.0
203680,0.122,0.122,236.46,0.6,5,7,2007,4,4,0.0
1621906,0.252,0.252,244.6,1.0,16,1,2010,1,10,1.0
1630148,2.302,2.302,242.06,9.4,21,1,2010,18,32,1.0
201201,0.192,0.192,238.71,0.8,5,5,2007,10,45,0.0
881155,0.232,0.232,240.37,1.4,19,8,2008,15,19,3.0
1474970,0.368,0.368,243.91,1.6,10,6,2009,0,14,1.0
708619,1.324,1.324,240.5,5.4,21,4,2008,19,43,19.0
818153,0.782,0.782,242.16,3.4,7,6,2008,21,17,2.0
1348244,0.594,0.594,241.75,2.4,7,10,2009,0,8,3.0
1900755,0.344,0.344,242.16,1.6,28,7,2010,16,39,1.0
109321,0.306,0.306,243.66,1.4,3,2,2007,15,25,2.0
1656784,0.544,0.544,240.43,2.2,2,9,2010,6,28,1.0
1720847,0.462,0.462,243.58,2.0,25,3,2010,18,11,1.0
1748836,0.408,0.408,239.74,1.8,14,4,2010,4,40,2.0
1805171,1.03,1.03,240.33,4.4,23,5,2010,7,35,12.0
447216,0.428,0.428,241.42,1.8,23,10,2007,7,0,1.0
1026583,0.404,0.404,247.38,1.8,28,11,2008,15,7,0.0
1199535,2.002,2.002,241.84,8.6,28,3,2009,17,39,20.0
1296112,0.322,0.322,239.79,1.6,6,3,2009,19,16,1.0
40632,3.347,3.347,235.56,13.9,13,1,2007,22,36,23.0
1971981,1.29,1.29,239.99,5.4,16,9,2010,3,45,18.0
1115197,0.412,0.412,246.75,1.8,29,1,2009,4,1,0.0
1417965,0.248,0.248,241.92,1.2,27,8,2009,10,9,0.0
849464,0.428,0.428,240.14,2.0,28,7,2008,15,8,1.0
1460144,0.284,0.284,242.76,1.4,25,9,2009,17,8,1.0
9695,3.347,3.347,235.82,13.9,23,12,2006,10,59,17.0
168563,0.216,0.216,240.78,0.8,4,12,2007,18,47,0.0
220863,0.462,0.462,237.7,2.2,19,5,2007,2,27,2.0
1637810,1.348,1.348,241.71,5.4,27,1,2010,2,14,19.0
869261,0.16,0.16,241.49,0.8,8,11,2008,9,5,3.0
1300366,2.744,2.744,238.89,11.4,6,6,2009,18,10,41.0
385920,0.192,0.192,240.93,0.8,9,10,2007,17,24,0.0
886108,0.158,0.158,243.08,0.8,23,8,2008,1,52,1.0
710099,0.392,0.392,240.48,1.8,22,4,2008,20,23,1.0
1277128,1.872,1.872,241.49,8.0,21,5,2009,14,52,28.0
423570,2.582,2.582,235.37,11.0,10,6,2007,20,54,18.0
1379441,0.14,0.14,242.91,0.6,31,7,2009,16,5,0.0
1804122,2.278,2.278,238.58,9.6,22,5,2010,14,6,29.0
325574,0.47,0.47,235.83,2.4,30,7,2007,19,38,0.0
1962177,1.458,1.458,239.79,6.0,9,9,2010,8,21,19.0
882804,0.25,0.25,240.74,1.4,20,8,2008,18,48,0.0
1686885,0.448,0.448,243.95,1.8,3,2,2010,4,9,1.0
1051442,2.686,2.686,237.31,11.2,15,12,2008,21,26,17.0
1870702,0.828,0.828,240.38,4.4,7,7,2010,19,46,1.0
1679036,1.408,1.408,241.28,5.8,24,2,2010,17,20,19.0
1109574,1.292,1.292,244.99,5.2,25,1,2009,6,18,0.0
1257808,0.362,0.362,241.97,1.6,5,8,2009,4,52,1.0
1473529,0.31,0.31,244.63,1.2,10,5,2009,0,13,0.0
1594008,1.912,1.912,242.73,7.8,27,12,2009,16,12,19.0
1790740,0.358,0.358,241.6,1.4,13,5,2010,7,4,1.0
32000,1.582,1.582,243.15,6.4,1,7,2007,22,44,18.0
1105823,0.324,0.324,246.05,1.6,22,1,2009,15,47,0.0
449888,0.208,0.208,243.59,0.8,25,10,2007,3,32,0.0
1626298,0.248,0.248,246.21,1.0,19,1,2010,2,22,0.0
1640991,2.496,2.496,238.89,10.4,29,1,2010,7,15,18.0
232259,0.424,0.424,238.48,1.8,27,5,2007,0,23,0.0
215242,0.368,0.368,235.53,1.6,15,5,2007,4,46,0.0
466447,0.224,0.224,241.12,1.0,11,5,2007,15,31,0.0
425000,3.347,3.347,233.23499999999996,13.9,10,7,2007,20,44,45.0
729903,3.347,3.347,238.06,13.9,5,6,2008,14,27,45.0
1126478,0.382,0.382,244.85,1.6,2,6,2009,0,2,0.0
1077583,0.314,0.314,245.46,1.2,1,3,2009,1,7,0.0
1214454,0.4,0.4,245.74,1.8,4,8,2009,2,18,2.0
1234830,0.366,0.366,242.36,1.6,22,4,2009,5,54,0.0
630309,0.322,0.322,236.9,1.4,27,2,2008,10,33,0.0
1793172,0.442,0.442,245.71,1.8,14,5,2010,23,36,0.0
1990439,0.938,0.938,241.32,3.8,28,9,2010,23,23,0.0
1145910,0.486,0.486,241.06,2.0,19,2,2009,11,54,0.0
1076461,0.256,0.256,248.555,1.0,1,2,2009,6,25,1.0
1530818,1.31,1.31,239.42,5.4,13,11,2009,19,2,1.0
448276,0.402,0.402,242.4,1.8,24,10,2007,0,40,0.0
1367565,1.232,1.232,238.56,5.0,23,7,2009,10,9,18.0
1181891,1.446,1.446,240.79,6.0,16,3,2009,11,35,18.0
220514,3.114,3.114,233.51,13.9,18,5,2007,20,38,40.0
895545,0.08,0.08,240.6,0.2,29,8,2008,15,9,1.0
896506,0.158,0.158,240.67,0.8,30,8,2008,7,10,1.0
1533771,1.536,1.536,238.17,6.4,15,11,2009,20,15,0.0
907658,0.372,0.372,240.61,1.8,9,7,2008,1,2,3.0
542197,0.33,0.33,245.63,1.4,28,12,2007,6,1,0.0
1645527,1.314,1.314,242.1,5.4,2,1,2010,10,51,18.0
482847,0.322,0.322,242.03,1.4,17,11,2007,0,51,0.0
1132776,2.122,2.122,240.28,9.6,2,10,2009,9,0,17.0
1113563,3.347,3.347,242.23,13.9,28,1,2009,0,47,45.0
1149868,0.482,0.482,242.76,2.0,22,2,2009,5,52,2.0
884578,0.1,0.1,242.29,0.4,22,8,2008,0,22,1.0
1206638,1.428,1.428,242.8,5.8,4,2,2009,16,2,18.0
292519,1.508,1.508,240.26,6.2,7,7,2007,20,43,18.0
1879495,0.986,0.986,243.28,4.0,13,7,2010,22,19,2.0
1295331,0.306,0.306,241.25,1.4,6,3,2009,6,15,1.0
589639,0.472,0.472,245.37,2.2,30,1,2008,4,43,0.0
2045436,0.27,0.27,243.11,1.0,11,6,2010,4,0,0.0
700547,0.266,0.266,244.04,1.0,16,4,2008,5,11,0.0
834188,0.548,0.548,243.38,2.2,18,7,2008,0,32,0.0
1252928,0.676,0.676,241.46,3.0,5,4,2009,19,32,1.0
969365,1.6,1.6,237.44,6.6,19,10,2008,21,29,1.0
1928873,0.66,0.66,240.28,2.6,17,8,2010,5,17,1.0
1473732,0.326,0.326,243.89,1.4,10,5,2009,3,36,1.0
854343,0.412,0.412,242.71,2.2,8,1,2008,0,27,3.0
1212398,0.446,0.446,245.42,2.0,4,6,2009,16,2,1.0
1969854,0.28,0.28,241.06,1.2,14,9,2010,16,18,0.0
1232475,0.258,0.258,243.18,1.0,20,4,2009,14,39,1.0
119013,1.512,1.512,239.54,6.2,3,9,2007,8,57,19.0
1623668,0.254,0.254,248.555,1.0,17,1,2010,6,32,1.0
447248,1.772,1.772,238.71,7.4,23,10,2007,7,32,0.0
395057,0.28,0.28,243.11,1.4,17,9,2007,1,41,1.0
362247,0.206,0.206,241.98,1.0,25,8,2007,6,51,2.0
1936528,0.608,0.608,240.7980573828573,2.6,22,8,2010,12,52,1.0
2012385,0.36,0.36,240.17,1.4,14,10,2010,5,9,1.0
1326380,1.722,1.722,239.97,7.4,24,6,2009,19,44,19.0
263495,0.652,0.652,242.03,2.8,17,6,2007,16,59,0.0
1801697,0.336,0.336,242.7,1.6,20,5,2010,21,41,1.0
886596,0.332,0.332,240.38,2.0,23,8,2008,10,0,2.0
471932,1.4,1.4,237.46,5.8,11,9,2007,10,56,17.0
470025,0.334,0.334,243.87,1.4,11,8,2007,3,9,0.0
716871,0.422,0.422,242.38,1.8,27,4,2008,13,15,1.0
1129646,0.244,0.244,248.555,1.2,2,8,2009,4,50,0.0
1056234,0.462,0.462,244.46,2.2,19,12,2008,5,18,1.0
867995,0.08,0.08,240.47,0.2,8,10,2008,11,59,1.0
761410,0.728,0.728,241.26,4.0,28,5,2008,11,34,1.0
796370,1.87,1.87,239.3,7.8,21,6,2008,18,14,18.0
1009243,2.246,2.246,240.65,9.4,16,11,2008,14,7,19.0
758634,0.406,0.406,240.36,2.0,26,5,2008,13,18,2.0
1585819,1.976,1.976,248.555,7.8,21,12,2009,23,43,19.0
586423,1.01,1.01,243.0,4.2,27,1,2008,23,7,0.0
1938919,0.248,0.248,241.17,1.0,24,8,2010,4,43,2.0
918371,1.076,1.076,239.94,4.8,14,9,2008,11,35,1.0
1389514,0.314,0.314,242.49,1.6,8,7,2009,15,58,3.0
83539,0.88,0.88,237.8,3.6,2,12,2007,17,43,0.0
343676,2.332,2.332,233.23499999999996,11.0,8,12,2007,9,20,32.0
1255626,0.382,0.382,241.74,1.6,5,6,2009,16,30,1.0
681243,2.76,2.76,234.7,11.8,4,2,2008,19,27,37.0
710150,1.402,1.402,238.3,5.8,22,4,2008,21,14,1.0
56891,0.314,0.314,244.59,1.4,25,1,2007,5,35,0.0
340616,0.102,0.102,234.69,0.4,8,10,2007,6,20,0.0
258897,0.19,0.19,239.27,0.8,14,6,2007,12,21,2.0
2016951,0.324,0.324,243.66,1.4,17,10,2010,9,15,3.0
879447,0.16,0.16,240.64,0.8,18,8,2008,10,51,3.0
750878,0.258,0.258,241.07,1.2,21,5,2008,4,2,1.0
1580871,0.416,0.416,248.555,1.6,18,12,2009,13,15,0.0
185221,0.188,0.188,234.11,0.8,24,4,2007,8,25,0.0
173992,0.208,0.208,240.14,1.0,16,4,2007,13,16,0.0
937586,3.347,3.347,233.77,13.9,27,9,2008,19,50,29.0
1310986,0.608,0.608,240.7980573828573,2.6,14,6,2009,3,10,1.0
847027,0.318,0.318,241.66,1.6,26,7,2008,22,31,1.0
186871,1.758,1.758,233.23499999999996,7.6,25,4,2007,11,55,20.0
1742920,0.35,0.35,242.06,1.6,4,10,2010,2,4,1.0
698156,1.408,1.408,240.19,5.8,14,4,2008,13,20,18.0
85252,0.956,0.956,239.24,4.2,13,2,2007,22,16,2.0
1644154,1.852,1.852,241.57,7.6,31,1,2010,11,58,24.0
1082948,1.476,1.476,242.86,6.0,1,6,2009,18,32,0.0
217176,3.347,3.347,233.23499999999996,13.9,16,5,2007,13,0,45.0
884387,0.08,0.08,241.08,0.2,21,8,2008,21,11,0.0
52610,1.418,1.418,245.51,5.8,22,1,2007,6,14,19.0
294655,1.246,1.246,238.29,5.2,7,9,2007,8,19,18.0
1358365,0.214,0.214,240.43,1.0,17,7,2009,0,49,2.0
126238,1.404,1.404,238.23,5.8,14,3,2007,9,22,18.0
1319883,1.312,1.312,238.23,5.4,20,6,2009,7,27,18.0
627873,0.258,0.258,240.25,1.0,25,2,2008,17,57,1.0
644046,3.347,3.347,239.87,13.9,3,7,2008,23,30,45.0
1879617,0.314,0.314,241.28,1.4,14,7,2010,0,21,1.0
209890,0.344,0.344,233.23499999999996,1.8,5,11,2007,11,34,0.0
2064196,0.302,0.302,246.42,1.2,19,11,2010,4,40,1.0
1632437,1.434,1.434,241.05,5.8,23,1,2010,8,41,20.0
836981,0.86,0.86,239.04,3.6,19,7,2008,23,5,1.0
923250,2.734,2.734,238.52,11.8,17,9,2008,20,54,18.0
439651,0.39,0.39,240.24,1.6,18,10,2007,0,55,0.0
1541975,1.466,1.466,241.19,6.0,21,11,2009,12,59,19.0
1476838,1.558,1.558,239.1,6.6,10,7,2009,7,22,21.0
994064,0.312,0.312,242.4,1.2,11,6,2008,1,8,0.0
767968,0.414,0.414,239.82,2.2,6,2,2008,0,52,2.0
1299637,0.282,0.282,242.69,1.2,6,6,2009,6,1,1.0
1283640,0.314,0.314,237.4,1.4,26,5,2009,3,24,1.0
785940,1.416,1.416,241.26,5.8,14,6,2008,12,24,21.0
576823,1.89,1.89,239.51,8.0,21,1,2008,7,7,18.0
280322,0.22,0.22,237.87,1.0,29,6,2007,9,26,0.0
1388825,0.312,0.312,242.3,1.6,8,7,2009,4,29,1.0
1310396,0.608,0.608,240.7980573828573,2.6,13,6,2009,17,20,1.0
1673531,1.55,1.55,244.66,6.2,20,2,2010,21,35,1.0
1630799,0.448,0.448,241.41,2.2,22,1,2010,5,23,2.0
204581,1.836,1.836,234.75,7.8,5,7,2007,19,5,17.0
1546927,0.272,0.272,245.85,1.2,24,11,2009,23,31,1.0
1899487,0.26,0.26,239.62,1.2,27,7,2010,19,31,1.0
1207946,1.472,1.472,241.05,6.0,4,3,2009,13,50,17.0
1311808,0.608,0.608,240.7980573828573,2.6,14,6,2009,16,52,1.0
155581,0.288,0.288,243.3,1.2,4,3,2007,18,25,0.0
1805540,1.708,1.708,239.14,7.2,23,5,2010,13,44,18.0
1215830,0.68,0.68,242.86,2.8,4,9,2009,1,14,1.0
767877,2.002,2.002,241.17,8.2,6,1,2008,23,21,19.0
706795,1.716,1.716,241.72,7.2,20,4,2008,13,19,19.0
655772,0.34,0.34,246.33,1.4,16,3,2008,2,56,0.0
664251,0.384,0.384,243.88,1.8,22,3,2008,0,15,1.0
1709356,1.748,1.748,240.68,7.2,17,3,2010,18,40,18.0
693899,0.436,0.436,243.72,2.0,4,11,2008,14,23,1.0
1403436,0.318,0.318,241.18,1.4,17,8,2009,8,0,0.0
1142794,2.032,2.032,243.68,8.2,17,2,2009,7,58,0.0
1701038,1.484,1.484,242.78,6.0,3,12,2010,0,2,19.0
724129,0.326,0.326,243.42,1.4,5,2,2008,14,13,1.0
1193271,1.344,1.344,241.44,5.6,24,3,2009,9,15,18.0
883114,0.08,0.08,239.49,0.2,20,8,2008,23,58,1.0
879813,0.182,0.182,240.81,1.0,18,8,2008,16,57,1.0
851774,0.584,0.584,237.0,3.0,30,7,2008,5,38,1.0
1807369,1.968,1.968,241.07,8.2,24,5,2010,20,13,21.0
307576,1.894,1.894,233.23499999999996,8.2,18,7,2007,7,40,17.0
576076,2.812,2.812,236.02,12.0,20,1,2008,18,40,1.0
1817331,1.434,1.434,241.0,5.8,31,5,2010,18,15,19.0
1368743,1.936,1.936,240.46,8.0,24,7,2009,5,47,29.0
1244378,0.948,0.948,242.38,4.0,28,4,2009,21,2,3.0
42552,0.402,0.402,243.55,2.0,15,1,2007,6,36,1.0
1697439,1.712,1.712,241.22,7.0,3,9,2010,12,3,18.0
1266500,0.308,0.308,241.58,1.2,14,5,2009,5,44,1.0
1314420,1.296,1.296,239.72,5.4,16,6,2009,12,24,18.0
1138065,0.278,0.278,242.58,1.2,14,2,2009,1,9,0.0
2067277,1.478,1.478,244.72,6.0,21,11,2010,8,1,19.0
818726,0.144,0.144,242.64,0.6,7,7,2008,6,50,1.0
1884413,0.168,0.168,241.82,0.8,17,7,2010,8,17,1.0
1225790,0.526,0.526,242.82,2.4,15,4,2009,23,14,1.0
1756255,0.404,0.404,238.08,1.8,19,4,2010,8,19,2.0
1618544,0.608,0.608,240.7980573828573,2.6,13,1,2010,17,8,1.0
971374,3.344,3.344,236.37,13.9,21,10,2008,6,58,18.0
1600871,1.614,1.614,239.86,6.6,1,1,2010,10,35,18.0
1439462,1.196,1.196,239.97,5.0,9,11,2009,8,26,19.0
1315659,1.184,1.184,238.53,4.8,17,6,2009,9,3,19.0
1856621,0.234,0.234,240.35,1.0,28,6,2010,1,5,0.0
881661,0.082,0.082,242.52,0.2,19,8,2008,23,45,0.0
1616560,2.186,2.186,241.14,9.0,1,12,2010,8,4,19.0
2047809,1.166,1.166,233.23499999999996,5.0,11,7,2010,19,33,1.0
1239617,1.776,1.776,239.55,7.4,25,4,2009,13,41,20.0
149211,2.086,2.086,237.41,8.8,30,3,2007,8,15,17.0
1366213,0.146,0.146,241.05,0.6,22,7,2009,11,37,1.0
361830,3.347,3.347,235.77,13.9,24,8,2007,23,54,45.0
621604,1.328,1.328,237.58,5.6,21,2,2008,9,28,17.0
935257,0.22,0.22,240.26,1.0,26,9,2008,5,1,1.0
820300,1.376,1.376,241.6,5.8,7,8,2008,9,4,10.0
1008833,0.224,0.224,244.33,1.0,16,11,2008,7,17,0.0
1532733,1.472,1.472,242.66,6.0,15,11,2009,2,57,21.0
1950065,0.616,0.616,243.12,2.6,31,8,2010,22,29,3.0
430116,1.236,1.236,234.78,5.2,10,11,2007,10,0,17.0
765746,0.568,0.568,239.33,2.8,31,5,2008,11,50,1.0
1789461,1.722,1.722,242.3,7.0,5,12,2010,9,45,19.0
1356724,0.284,0.284,242.86,1.4,15,7,2009,21,28,3.0
1550586,1.396,1.396,241.57,5.8,27,11,2009,12,30,18.0
614077,0.338,0.338,243.23,1.4,16,2,2008,4,1,0.0
770049,1.43,1.43,233.23499999999996,6.2,6,3,2008,11,33,17.0
14491,2.882,2.882,239.4,12.0,26,12,2006,18,55,18.0
1333635,0.452,0.452,243.33,2.0,29,6,2009,20,39,2.0
162775,0.29,0.29,241.57,1.2,4,8,2007,18,19,2.0
1405029,0.224,0.224,241.95,1.0,18,8,2009,10,33,1.0
923980,1.356,1.356,238.79,5.6,18,9,2008,9,4,19.0
59191,1.29,1.29,239.61,5.4,26,1,2007,19,55,0.0
93108,1.326,1.326,238.01,5.6,19,2,2007,9,12,17.0
467989,0.418,0.418,236.71,2.0,11,6,2007,17,13,0.0
1703507,0.424,0.424,244.32,1.8,13,3,2010,17,11,0.0
1212956,0.426,0.426,241.09,2.0,4,7,2009,1,20,2.0
83500,0.598,0.598,239.78,2.4,2,12,2007,17,4,0.0
2055079,0.682,0.682,237.07,2.8,11,12,2010,20,43,3.0
1789074,0.252,0.252,244.9,1.0,5,12,2010,3,18,1.0
1089979,0.506,0.506,248.555,2.0,1,11,2009,15,43,0.0
868798,0.368,0.368,240.68,1.6,8,11,2008,1,22,1.0
2023862,0.566,0.566,245.92,2.2,22,10,2010,4,26,0.0
1183023,0.328,0.328,246.56,1.4,17,3,2009,6,27,0.0
1759312,1.856,1.856,240.96,7.6,21,4,2010,11,16,21.0
1507097,2.98,2.98,235.56,12.6,28,10,2009,7,41,19.0
1873132,0.366,0.366,240.0,1.8,7,9,2010,12,16,0.0
479067,1.394,1.394,237.39,5.8,14,11,2007,9,51,17.0
539323,1.402,1.402,244.44,5.6,26,12,2007,6,7,0.0
294424,0.318,0.318,241.61,1.6,7,9,2007,4,28,2.0
1968416,0.342,0.342,243.17,1.6,13,9,2010,16,20,2.0
1591427,1.546,1.546,242.25,6.4,25,12,2009,21,11,20.0
1244466,0.732,0.732,244.52,3.0,28,4,2009,22,30,1.0
469438,3.347,3.347,237.23,13.9,11,7,2007,17,22,38.0
102412,0.316,0.316,242.02,1.4,25,2,2007,20,16,0.0
